user_id,username,name,description,location,created_at,followers_count,following_count,tweet_count,listed_count
195572533,Broniatowski,David A. Broniatowski,"Professor at The George Washington University @GWEngineering, Associate Director of @GWIDDP, @GWtweets","Washington, DC",2010-09-27T01:39:27.000Z,260.0,274.0,241.0,3.0
